team,name,pos,est_return_date,status,comment,scraped_date
DET,Miles Frazier,G,Nov 16,Out,"Nov 5: Frazier (knee) was designated to return from the reserve/PUP list Wednesday, Richard Silva of The Detroit News reports.",2025-11-05 19:42:49
DET,Craig Reynolds,RB,Nov 9,Questionable,,2025-11-05 19:42:49
DET,Kerby Joseph,S,Nov 9,Questionable,,2025-11-05 19:42:49
DET,Josh Paschal,DE,Nov 9,Out,"Nov 3: Head coach Dan Campbell said Paschal (undisclosed) is still a few weeks away from practicing, Justin Rogers of Detroit Football Network reports.",2025-11-05 19:42:49
DET,Penei Sewell,OT,Nov 9,Questionable,"Nov 3: Sewell sustained a lower-body injury during the Lions' 27-24 loss to the Vikings on Sunday, Justin Rogers of Detroit Football Network reports.",2025-11-05 19:42:49
DET,Taylor Decker,OT,Nov 9,Questionable,Nov 2: Decker (knee) is questionable to return to Sunday's game against the Vikings.,2025-11-05 19:42:49
DET,Daniel Thomas,S,Nov 9,Injured Reserve,Nov 1: Thomas (forearm) was not activated from injured reserve and has been downgraded to out for Sunday's game against the Vikings.,2025-11-05 19:42:49
DET,Malcolm Rodriguez,LB,Nov 16,Out,Oct 29: The Lions listed Rodriguez (knee) as a limited participant on Wednesday's estimated practice report.,2025-11-05 19:42:49
DET,Marcus Davenport,DE,Nov 16,Injured Reserve,"Oct 28: Head coach Dan Campbell did not provide a definitive timetable for Davenport (chest) to return from injury during Tuesday's press conference, Nolan Bianchi of The Detroit News reports.",2025-11-05 19:42:49
DET,Zach Cunningham,LB,Nov 27,Injured Reserve,"Oct 22: Detroit placed Cunningham (hamstring) on its injured reserve list Wednesday, Jacob Richman of mlive.com reports.",2025-11-05 19:42:49
DET,Giovanni Manu,OT,Nov 16,Injured Reserve,Oct 11: The Lions placed Manu (knee) on injured reserve Saturday.,2025-11-05 19:42:49
DET,Khalil Dorsey,CB,Nov 16,Injured Reserve,Oct 8: Dorsey (concussion) was placed on injured reserve Wednesday.,2025-11-05 19:42:49
DET,D.J. Reed,CB,Nov 9,Injured Reserve,Oct 1: The Lions placed Reed (hamstring) on injured reserve Wednesday.,2025-11-05 19:42:49
DET,Shane Zylstra,TE,Nov 9,Injured Reserve,Sep 16: The Lions placed Zylstra (ankle) on injured reserve Tuesday.,2025-11-05 19:42:49
DET,Jamarco Jones,OT,Feb 9,Injured Reserve,"Sep 8: Head coach Dan Campbell said Monday that Jones (ankle) is out for the entire 2025 season, Colton Pouncy of The Athletic reports.",2025-11-05 19:42:49
DET,Ezekiel Turner,LB,Feb 9,Injured Reserve,Aug 27: The Lions placed Turner (foot) on injured reserve Tuesday.,2025-11-05 19:42:49
DET,Colby Sorsdal,OT,Feb 9,Injured Reserve,Aug 10: The Lions placed Sorsdal (undisclosed) on injured reserve Sunday.,2025-11-05 19:42:49
DET,Ennis Rakestraw Jr.,CB,Feb 9,Injured Reserve,Aug 7: Rakestraw (shoulder) was placed on injured reserve Thursday.,2025-11-05 19:42:49
DET,Kye Robichaux,RB,Feb 9,Injured Reserve,"Aug 5: Robichaux (undisclosed) reverted to Detroit's injured reserve list Tuesday, per the NFL's transaction log.",2025-11-05 19:42:49
DET,Dan Jackson,S,Feb 9,Injured Reserve,Aug 4: The Lions placed Jackson (leg) on injured reserve Monday.,2025-11-05 19:42:49
GNB,Tucker Kraft,TE,Feb 9,Injured Reserve,Nov 4: The Packers placed Kraft (knee) on injured reserve Tuesday.,2025-11-05 19:42:49
GNB,Dontayvion Wicks,WR,Nov 10,Questionable,,2025-11-05 19:42:49
GNB,Lukas Van Ness,DE,Nov 10,Questionable,,2025-11-05 19:42:49
GNB,Nate Hobbs,CB,Nov 10,Doubtful,"Nov 3: Head coach Matt LaFleur said Monday that Hobbs is expected to miss at least two games due to a Grade 1 MCL sprain, Ryan Woods of PackersNews.com reports.",2025-11-05 19:42:49
GNB,Matthew Golden,WR,Nov 10,Questionable,"Nov 3: Packers head coach Matt LaFleur said Monday that the shoulder injury Golden suffered in Sunday's 16-13 loss to the Panthers isn't a long-term concern, and the rookie wideout is viewed as day-to-day rather than week-to-week, Rob Demovsky of ESPN.com reports.",2025-11-05 19:42:49
GNB,Colby Wooden,DT,Nov 10,Questionable,Nov 2: Wooden (shoulder) has been downgraded to out for the rest of Sunday's game against the Panthers.,2025-11-05 19:42:49
GNB,Aaron Banks,G,Nov 10,Questionable,"Nov 2: Banks has a stinger and is questionable to return to Sunday's game against the Panthers, Matt Schneidman of The Athletic reports.",2025-11-05 19:42:49
GNB,Nick Niemann,LB,Nov 27,Injured Reserve,Nov 1: Niemann (pectoral) was placed on injured reserve Saturday.,2025-11-05 19:42:49
GNB,Jayden Reed,WR,Nov 10,Injured Reserve,"Oct 29: Reed (collarbone, foot) remains on IR and has not yet had his 21-day practice window opened, but he spent time on the rehab field Wednesday, Rob Demovsky of ESPN.com reports.",2025-11-05 19:42:49
GNB,MarShawn Lloyd,RB,Nov 10,Injured Reserve,"Oct 29: Packers coach Matt LaFleur said Wednesday that Lloyd (hamstring), who remains on IR, is not nearing a return to practice, Matt Schneidman of The Athletic reports.",2025-11-05 19:42:49
GNB,Collin Oliver,DE,Nov 10,Out,"Oct 15: Head coach Matt LaFleur relayed Wednesday that Oliver is still working through a hamstring injury, and his ability to return from the reserve/PUP list is ""up in the air,"" Rob Demovsky of ESPN.com reports.",2025-11-05 19:42:49
GNB,Brenton Cox Jr.,DE,Nov 10,Injured Reserve,Sep 11: The Packers placed Cox (groin) on injured reserve Thursday.,2025-11-05 19:42:49
GNB,John Williams,G,Nov 10,Out,"Aug 27: The Packers placed Williams (back) on the reserve/PUP list Tuesday, Wes Hodklewickz of the team's official site reports.",2025-11-05 19:42:49
GNB,Travis Glover,OT,Feb 9,Injured Reserve,"Aug 6: The Packers placed Glover (shoulder) on injured reserve Wednesday, Tom Silverstein of the Milwaukee Journal Sentinel reports.",2025-11-05 19:42:49
HOU,Dalton Schultz,TE,Nov 9,Questionable,Nov 5: Schultz (knee/shoulder) was limited at practice Wednesday.,2025-11-05 19:42:49
HOU,Jalen Pitre,S,Nov 9,Questionable,,2025-11-05 19:42:49
HOU,Harrison Bryant,TE,Nov 9,Questionable,,2025-11-05 19:42:49
HOU,Denico Autry,DE,Nov 9,Questionable,,2025-11-05 19:42:49
HOU,Will Anderson Jr.,DE,Nov 9,Questionable,,2025-11-05 19:42:49
HOU,Nick Chubb,RB,Nov 9,Questionable,"Nov 5: Chubb was held out of Wednesday's practice due to a foot injury, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
HOU,Braxton Berrios,WR,Nov 9,Questionable,,2025-11-05 19:42:49
HOU,Ka'imi Fairbairn,PK,Nov 9,Questionable,"Nov 5: Texans head coach DeMeco Ryans said Wednesday he ""does not"" expect Fairbairn (quadriceps) to be available for Sunday's matchup against the Jaguars, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
HOU,C.J. Stroud,QB,Nov 16,Out,"Nov 5: Coach DeMeco Ryans noted Wednesday that Stroud (concussion) ""will be out"" Sunday against the Jaguars, Adam Schefter of ESPN and Ian Rapoport of NFL Network report.",2025-11-05 19:42:49
HOU,Jaylin Smith,CB,Dec 7,Injured Reserve,Nov 5: Smith (undisclosed) was placed on the injured reserve list Wednesday.,2025-11-05 19:42:49
HOU,Darrell Taylor,DE,Dec 7,Injured Reserve,Nov 5: Taylor (ankle) was placed on the injured reserve list Wednesday.,2025-11-05 19:42:49
HOU,Jimmie Ward,S,Nov 9,Out,"Nov 3: Head coach DeMeco Ryans said Monday that Ward (foot) could return to practice within a few weeks, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
HOU,Christian Harris,LB,Nov 9,Questionable,Nov 2: Harris has a shin injury and will not return to Sunday's game against the Broncos.,2025-11-05 19:42:49
HOU,Ed Ingram,G,Nov 9,Questionable,Nov 2: Ingram (knee) is questionable to return to Sunday's game against the Broncos.,2025-11-05 19:42:49
HOU,Tytus Howard,OT,Nov 9,Questionable,Nov 2: Howard is under evaluation for a possible concussion during Sunday's contest with the Broncos.,2025-11-05 19:42:49
HOU,Jakob Johnson,FB,Nov 9,Injured Reserve,Nov 1: Johnson (hamstring) has been ruled out  ahead of Sunday's game against the Broncos.,2025-11-05 19:42:49
HOU,Cade Stover,TE,Nov 9,Injured Reserve,"Oct 23: Stover (foot) is expected back within the next few weeks, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
HOU,Justin Watson,WR,Nov 9,Injured Reserve,"Oct 8: Houston executive vice president and general manager Nick Caserio said Tuesday that he expects Watson (calf/Achilles) to return later this season, Sam Warren of the Houston Chronicle reports.",2025-11-05 19:42:49
HOU,Joe Mixon,RB,Nov 30,Out,"Oct 7: Texans general manager Nick Caserio suggested Tuesday that Mixon's (foot/ankle) availability for the 2025 season hasn't yet been determined, but Houston expects to have more clarity on that front in the next three or four weeks, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
HOU,Folorunso Fatukasi,DT,Nov 9,Injured Reserve,Oct 4: Fatukasi (shoulder) was placed on injured reserve Saturday.,2025-11-05 19:42:49
HOU,Tank Dell,WR,Nov 9,Out,Aug 26: The Texans placed Dell (knee) on the reserve/PUP list Tuesday.,2025-11-05 19:42:49
HOU,Brevin Jordan,TE,Feb 9,Injured Reserve,"Aug 12: The Texans (knee) announced Tuesday that Jordan (knee) will be placed on IR, Jonathan M. Alexander of the Houston Chronicle reports.",2025-11-05 19:42:49
HOU,Kyonte Hamilton,DT,Feb 9,Injured Reserve,Aug 1: Houston placed Hamilton (ankle) on its injured reserve list Friday.,2025-11-05 19:42:49
HOU,Kurt Hinish,DT,Nov 9,Out,Jul 23: Hinish (undisclosed) was placed on the active/PUP list by the Texans on Wednesday.,2025-11-05 19:42:49
IND,Tyquan Lewis,DE,Nov 9,Questionable,Nov 5: Lewis (groin) did not participate at practice Wednesday.,2025-11-05 19:42:49
IND,Anthony Gould,WR,Nov 9,Questionable,Nov 5: Gould (knee) did not participate at practice Wednesday.,2025-11-05 19:42:49
IND,Sauce Gardner,CB,Nov 9,Questionable,Nov 5: Gardner (concussion) was a full participant in Wednesday's practice.,2025-11-05 19:42:49
IND,DeForest Buckner,DT,Nov 9,Questionable,Nov 5: Buckner (neck) did not participate at practice Wednesday.,2025-11-05 19:42:49
IND,Michael Pittman Jr.,WR,Nov 9,Questionable,Nov 5: Pittman (glute) didn't practice Wednesday.,2025-11-05 19:42:49
IND,Kenny Moore II,CB,Nov 9,Questionable,,2025-11-05 19:42:49
IND,Charvarius Ward,CB,Nov 23,Injured Reserve,"Nov 5: Ward (concussion) was spotted doing work on the field with a trainer Wednesday, Joel A. Erickson of The Indianapolis Star reports.",2025-11-05 19:42:49
IND,Samson Ebukam,DE,Nov 9,Questionable,,2025-11-05 19:42:49
IND,Anthony Richardson Sr.,QB,Nov 23,Injured Reserve,"Oct 26: Richardson underwent surgery Monday to repair his orbital fracture and could return from injured reserve later this season, Ian Rapoport of NFL Network reports.",2025-11-05 19:42:49
IND,Mike Hilton,CB,Nov 9,Out,"Oct 7: The Colts placed Hilton (shoulder) on the practice squad injured list Tuesday, Amanda Foster of the team's official site reports.",2025-11-05 19:42:49
IND,Spencer Shrader,PK,Feb 9,Injured Reserve,"Oct 7: The Colts placed Shrader (knee) on injured reserve Tuesday, Amanda Foster of the Colts' official site reports.",2025-11-05 19:42:49
IND,Daniel Scott,S,Nov 9,Injured Reserve,Oct 4: Scott (knee) was placed on injured reserve Saturday.,2025-11-05 19:42:49
IND,Jaylon Carlies,LB,Nov 9,Injured Reserve,"Aug 26: The Colts placed Carlies (ankle) on injured reserve with a designation to return Tuesday, Amanda Foster of the team's official site reports.",2025-11-05 19:42:49
IND,Hunter Wohler,S,Feb 9,Injured Reserve,Aug 18: Wohler (foot) was put on injured reserve by the Colts on Monday.,2025-11-05 19:42:49
IND,Jacob Phillips,LB,Feb 9,Injured Reserve,Aug 18: Phillips (biceps) was placed on injured reserve by the Colts on Monday.,2025-11-05 19:42:49
IND,Blake Freeland,OT,Feb 9,Injured Reserve,Aug 18: Freeland (leg) was placed on injured reserve by the Colts on Monday.,2025-11-05 19:42:49
IND,D.J. Montgomery,WR,Feb 9,Injured Reserve,Aug 13: The Colts placed Montgomery (undisclosed) on the injured reserve list Wednesday.,2025-11-05 19:42:49
IND,Justin Walley,CB,Feb 9,Injured Reserve,Aug 8: Walley (knee) was placed  on injured reserve Friday.,2025-11-05 19:42:49
IND,Salvon Ahmed,RB,Feb 9,Injured Reserve,Aug 8: The Colts placed Ahmed (ankle) on injured reserve Friday.,2025-11-05 19:42:49
IND,Jack Wilson,OT,Feb 9,Injured Reserve,Jul 28: Wilson (undisclosed) was placed on injured reserve by the Colts on Monday.,2025-11-05 19:42:49
JAX,Jack Kiser,LB,Nov 9,Questionable,,2025-11-05 19:42:49
JAX,DaVon Hamilton,DT,Nov 9,Questionable,,2025-11-05 19:42:49
JAX,Dennis Gardeck,LB,Nov 9,Questionable,,2025-11-05 19:42:49
JAX,Dyami Brown,WR,Nov 9,Questionable,Nov 5: Brown (concussion) was a limited practice participant Wednesday.,2025-11-05 19:42:49
JAX,Jourdan Lewis,CB,Nov 9,Questionable,"Nov 5: Lewis (shoulder) was not spotted at Wednesday's practice, Michael DiRocco of ESPN.com reports.",2025-11-05 19:42:49
JAX,Hunter Long,TE,Nov 9,Questionable,"Nov 5: Long (hip/knee) is not participating in the early portion of Wednesday's practice open to the media, Michael DiRocco of ESPN.comreports.",2025-11-05 19:42:49
JAX,Brian Thomas Jr.,WR,Nov 9,Questionable,"Nov 5: Thomas (left ankle/shoulder) wasn't spotted at practice Wednesday, Ryan O'Halloran of The Florida Times-Union reports.",2025-11-05 19:42:49
JAX,Ezra Cleveland,G,Nov 9,Questionable,Nov 2: Cleveland (ankle/knee) has been ruled out for the rest of Sunday's game against the Raiders.,2025-11-05 19:42:49
JAX,Eric Murray,S,Nov 30,Injured Reserve,Oct 31: The Jaguars placed Murray (neck) on injured reserve Friday.,2025-11-05 19:42:49
JAX,Travis Hunter,WR,Nov 30,Injured Reserve,Oct 31: The Jaguars placed Hunter (knee) on injured reserve Friday.,2025-11-05 19:42:49
JAX,Brenton Strange,TE,Nov 16,Injured Reserve,"Oct 10: Strange (quadriceps) is expected to miss at least five weeks due to a quadriceps and hip injury that includes a ligament tear, NFL Insider Jordan Schultz reports.",2025-11-05 19:42:49
JAX,Jalen McLeod,LB,Nov 9,Injured Reserve,Aug 27: McLeod (lower body) was placed on injured reserve with a designation to return Tuesday.,2025-11-05 19:42:49
JAX,Caleb Ransaw,CB,Feb 9,Injured Reserve,Aug 27: Jacksonville placed Ransaw (lower body) on its injured reserve list Tuesday.,2025-11-05 19:42:49
JAX,Joshua Cephus,WR,Feb 9,Injured Reserve,"Aug 21: Cephus (undisclosed) reverted to injured reserve with the Jaguars on Thursday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
JAX,Cooper Hodges,OT,Nov 9,Out,"Jun 6: Hodges (knee) cleared waivers and reverted to Jacksonville's PUP list Thursday, Demetrius Harvey of The Florida Times-Union reports.",2025-11-05 19:42:49
KAN,Isiah Pacheco,RB,Nov 16,Out,,2025-11-05 19:42:49
KAN,Jawaan Taylor,OT,Nov 16,Questionable,Nov 2: Taylor (ankle) is questionable to return to Kansas City's matchup versus the Bills.,2025-11-05 19:42:49
KAN,Omarr Norman-Lott,DT,Feb 9,Injured Reserve,Oct 21: The Chiefs placed Norman-Lott (knee) on injured reserve Tuesday.,2025-11-05 19:42:49
KAN,Nazeeh Johnson,S,Nov 16,Injured Reserve,Aug 27: Johnson (shoulder) was placed on injured reserve Tuesday with a designation to return.,2025-11-05 19:42:49
KAN,Brandon George,LB,Feb 9,Injured Reserve,Aug 27: George (undisclosed) was placed on injured reserve Tuesday.,2025-11-05 19:42:49
KAN,Ethan Driskell,OT,Nov 16,Out,Aug 27: Driskell (appendix) was placed on the reserve/non-football injury list Tuesday.,2025-11-05 19:42:49
KAN,Jake Briningstool,TE,Nov 16,Injured Reserve,"Aug 26: The Chiefs placed Briningstool (hamstring) on injured reserve Tuesday with a designation to return, per the NFL's transaction log.",2025-11-05 19:42:49
KAN,Felix Anudike-Uzomah,DE,Feb 9,Injured Reserve,Aug 18: Anudike-Uzomah (hamstring) was placed on injured reserve by the Chiefs on Monday.,2025-11-05 19:42:49
KAN,Deon Bush,S,Feb 9,Injured Reserve,Aug 11: The Chiefs placed Bush (Achilles) on injured reserve Monday.,2025-11-05 19:42:49
KAN,Janarius Robinson,DE,Feb 9,Injured Reserve,Aug 11: Kansas City placed Robinson (foot) on its injured reserve list Monday.,2025-11-05 19:42:49
KAN,Eric Scott Jr.,CB,Feb 9,Injured Reserve,"Aug 3: Scott (undisclosed) reverted to injured reserve with Kansas City on Saturday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
KAN,Keaontay Ingram,RB,Feb 9,Injured Reserve,"May 16: Ingram (undisclosed) reverted to injured reserve Friday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
LVR,Isaiah Pola-Mao,S,Nov 6,Questionable,"Nov 4: Pola-Mao (hip) was listed as a limited participant in Tuesday's practice, Ryan McFadden of ESPN.com reports.",2025-11-05 19:42:49
LVR,Adam Butler,DT,Nov 6,Questionable,"Nov 4: Butler (back) was listed as a limited participant in Tuesday's practice, Ryan McFadden of ESPN.com reports",2025-11-05 19:42:49
LVR,Lonnie Johnson Jr.,CB,Nov 6,Injured Reserve,Oct 31: Johnson (leg) has been ruled out ahead of Sunday's game against the Jaguars.,2025-11-05 19:42:49
LVR,Aidan O'Connell,QB,Nov 6,Injured Reserve,Oct 31: O'Connell (wrist) has been ruled out  ahead of Sunday's game against the Jaguars.,2025-11-05 19:42:49
LVR,Brennan Jackson,LB,Nov 17,Injured Reserve,Oct 3: The Raiders placed Jackson on injured reserve Friday due to a foot injury.,2025-11-05 19:42:49
LVR,Kolton Miller,OT,Nov 17,Injured Reserve,Sep 30: Las Vegas placed Miller (ankle) on its injured reserve list Tuesday.,2025-11-05 19:42:49
LAC,Joe Alt,OT,Feb 9,Injured Reserve,,2025-11-05 19:42:49
LAC,Rick Lovato,LS,Feb 9,Reserve-Ret,Nov 4: The Chargers placed Lovato (undisclosed) on the reserve/retired list Tuesday.,2025-11-05 19:42:49
LAC,Tarheeb Still,CB,Nov 9,Questionable,,2025-11-05 19:42:49
LAC,Tony Jefferson,S,Nov 9,Questionable,,2025-11-05 19:42:49
LAC,Will Dissly,TE,Nov 9,Questionable,,2025-11-05 19:42:49
LAC,Mekhi Becton,G,Nov 9,Questionable,,2025-11-05 19:42:49
LAC,Omarion Hampton,RB,Nov 30,Injured Reserve,"Nov 3: Chargers head coach Jim Harbaugh said that Hampton (ankle) isn't expected to be designated for return from injured reserve until after the team's Week 12 bye, Kris Rhim of ESPN.com reports.",2025-11-05 19:42:49
LAC,Bobby Hart,OT,Nov 9,Questionable,"Nov 2: Hart (groin) is questionable to return to Sunday's game against the Titans, Kris Rhim of ESPN.com reports.",2025-11-05 19:42:49
LAC,Hassan Haskins,RB,Dec 8,Injured Reserve,Nov 1: The Chargers placed Haskins (hamstring) on injured reserve Saturday.,2025-11-05 19:42:49
LAC,Josh Harris,LS,Nov 9,Injured Reserve,"Oct 30: The Chargers designated Harris (undisclosed) to return from injured reserve Thursday, Eric Smith of the Chargers' official site reports.",2025-11-05 19:42:49
LAC,Deane Leonard,CB,Nov 9,Injured Reserve,"Oct 28: The Chargers designated Leonard (leg) for return from injured reserve Tuesday, Kris Rhim of ESPN.com reports.",2025-11-05 19:42:49
LAC,Otito Ogbonnia,DT,Nov 30,Injured Reserve,Oct 21: The Chargers placed Ogbonnia (elbow) on injured reserve Tuesday.,2025-11-05 19:42:49
LAC,Da'Shawn Hand,DT,Nov 9,Injured Reserve,Oct 11: The Chargers placed Hand (groin) on injured reserve Saturday.,2025-11-05 19:42:49
LAC,Najee Harris,RB,Feb 9,Injured Reserve,Sep 24: The Chargers placed Harris (Achilles) on IR on Wednesday.,2025-11-05 19:42:49
LAC,Eric Rogers,CB,Nov 9,Injured Reserve,Aug 27: Rogers (undisclosed) was placed on injured reserve by the Chargers on Wednesday.,2025-11-05 19:42:49
LAC,Junior Colson,LB,Feb 9,Injured Reserve,"Aug 27: The Chargers placed Colson (shoulder) on injured reserve Tuesday, ruling him out for the entire 2025 season,",2025-11-05 19:42:49
LAC,Jordan Oladokun,CB,Feb 9,Injured Reserve,"Aug 15: Oladokun (undisclosed) reverted to the Chargers' injured reserve list Friday, per the NFL's transaction log.",2025-11-05 19:42:49
LAC,Rashawn Slater,OT,Feb 9,Injured Reserve,Aug 9: The Chargers placed Slater (knee) on injured reserve Saturday.,2025-11-05 19:42:49
LAC,Josh Fuga,DT,Feb 9,Injured Reserve,"Aug 5: Fuga (undisclosed) reverted to the Chargers' injured reserve Tuesday, per the NFL's transaction log.",2025-11-05 19:42:49
LAR,Puka Nacua,WR,Nov 9,Questionable,"Nov 5: Coach Sean McVay said that imaging on Nacua's ribs was returned negative, and while the wide receiver will be limited at Wednesday's practice, he should be able to play Sunday at San Francisco, Adam Grosbard of The Orange County Register reports.",2025-11-05 19:42:49
LAR,Darious Williams,CB,Nov 9,Questionable,"Nov 5: Rams head coach Sean McVay said Wednesday that ""the plan we had in place"" is for Williams (shoulder) to return to the lineup Sunday against the 49ers, Cameron DaSilva of USA Today reports.",2025-11-05 19:42:49
LAR,Tutu Atwell,WR,Nov 30,Injured Reserve,Oct 27: The Rams placed Atwell (hamstring) on injured reserve Monday.,2025-11-05 19:42:49
LAR,Ahkello Witherspoon,CB,Dec 7,Injured Reserve,Sep 15: The Rams placed Witherspoon (collarbone) on injured reserve Monday.,2025-11-05 19:42:49
LAR,Keir Thomas,LB,Feb 9,Injured Reserve,Aug 19: The Rams placed Thomas (undisclosed) on injured reserve Tuesday.,2025-11-05 19:42:49
MIA,Ashtyn Davis,S,Nov 9,Questionable,"Nov 5: Davis (quadriceps) was a limited practice participant Wednesday, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Dee Eskridge,WR,Nov 9,Questionable,"Nov 5: Eskridge (shoulder) did not practice Wednesday, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Zach Sieler,DT,Nov 9,Questionable,,2025-11-05 19:42:49
MIA,Ifeatu Melifonwu,S,Nov 9,Questionable,,2025-11-05 19:42:49
MIA,Bradley Chubb,LB,Nov 9,Questionable,,2025-11-05 19:42:49
MIA,Julian Hill,TE,Nov 9,Questionable,"Nov 5: Hill (ankle) was a limited participant in Wednesday's practice, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Ollie Gordon II,RB,Nov 9,Questionable,"Nov 5: Gordon (ankle) practiced in a limited capacity Wednesday, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Chop Robinson,LB,Nov 9,Questionable,"Nov 5: Robinson (concussion) is not practicing Wednesday, Marcel Louis-Jacques of ESPN.com reports.",2025-11-05 19:42:49
MIA,Rasul Douglas,CB,Nov 9,Questionable,Nov 1: Douglas (toe) registered six tackles (three solo) during the Dolphins' 28-6 loss to the Ravens on Thursday.,2025-11-05 19:42:49
MIA,Storm Duck,CB,Feb 9,Injured Reserve,Oct 28: The Dolphins placed Duck (knee) on injured reserve Tuesday.,2025-11-05 19:42:49
MIA,Darren Waller,TE,Nov 30,Injured Reserve,"Oct 24: Waller's pectoral injury isn't expected to be season-ending, coach Mike McDaniel said Friday, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Tyreek Hill,WR,Feb 9,Injured Reserve,"Oct 24: Hill (knee) hasn't decided if he will continue playing football or retire from the NFL, ESPN.com reports.",2025-11-05 19:42:49
MIA,Jason Sanders,PK,Nov 9,Injured Reserve,"Oct 16: Dolphins special teams coordinator Craig Aukerman said Thursday that he's uncertain if Sanders (hip) is close to returning to action or if the kicker will be activated from injured reserve this season, Barry Jackson of the Miami Herald reports.",2025-11-05 19:42:49
MIA,Liam Eichenberg,OT,Nov 9,Out,"Oct 6: Head coach Mike McDaniel said Monday that Eichenberg (undisclosed) still needs ""several weeks"" to return from his injury, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Austin Jackson,G,Nov 9,Injured Reserve,"Oct 6: Per head coach Mike McDaniel on Monday, Jackson (toe) is still weeks away from returning from injured reserve, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,James Daniels,G,Nov 9,Injured Reserve,"Oct 6: Head coach Mike McDaniel relayed Monday that Daniels still needs ""several weeks"" to return from a pectoral injury, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Andrew Meyer,C,Nov 9,Injured Reserve,"Aug 27: Meyer (undisclosed) was placed on injured reserve by the Dolphins on Tuesday, though he was designated to return.",2025-11-05 19:42:49
MIA,Yodny Cajuste,OT,Feb 9,Injured Reserve,"Aug 20: Cajuste (undisclosed) was placed on injured reserve Tuesday, Aaron Wilson of KPRC 2 Houston reports.",2025-11-05 19:42:49
MIA,Germain Ifedi,G,Feb 9,Injured Reserve,Aug 14: Ifedi (undisclosed) was placed on injured reserve Thursday.,2025-11-05 19:42:49
MIA,Alexander Mattison,RB,Feb 9,Injured Reserve,"Aug 12: Mattison (neck), who was placed on season-ending IR on Monday, does not have a career-ending injury, David Furones of the South Florida Sun Sentinel reports.",2025-11-05 19:42:49
MIA,Jalin Conyers,TE,Feb 9,Injured Reserve,Aug 4: The Dolphins placed Conyers on injured reserve Monday due to a leg injury.,2025-11-05 19:42:49
MIA,Kader Kohou,CB,Feb 9,Injured Reserve,Aug 1: The Dolphins placed Kohou (knee) on injured reserve Friday.,2025-11-05 19:42:49
MIA,Obinna Eze,OT,Feb 9,Injured Reserve,Jul 31: Eze (undisclosed) was placed on injured reserve Wednesday.,2025-11-05 19:42:49
MIA,Artie Burns,CB,Feb 9,Injured Reserve,Jul 24: The Dolphins placed Burns on injured reserve Thursday due to a torn ACL.,2025-11-05 19:42:49
MIA,Jason Maitre,CB,Feb 9,Injured Reserve,May 27: The Dolphins placed Maitre (undisclosed) on the injured reserve list Tuesday.,2025-11-05 19:42:49
MIN,Aaron Jones Sr.,RB,Nov 9,Questionable,Nov 5: Jones (shoulder/toe) didn't practice Wednesday.,2025-11-05 19:42:49
MIN,Jeff Okudah,CB,Nov 9,Questionable,,2025-11-05 19:42:49
MIN,Josh Oliver,TE,Nov 9,Questionable,,2025-11-05 19:42:49
MIN,C.J. Ham,FB,Nov 9,Questionable,,2025-11-05 19:42:49
MIN,Ryan Kelly,C,Nov 16,Injured Reserve,"Nov 3: Head coach Kevin O'Connell told reporters Monday that Kelly (IR, concussion) will begin working off to the side of practice this week, Kevin Seifert of ESPN.com reports.",2025-11-05 19:42:49
MIN,Theo Jackson,S,Nov 9,Questionable,"Nov 3: Head coach Kevin O'Connell told reporters Monday that Jackson is in concussion protocol following Sunday's 27-24 win over the Lions, Ben Goessling of The Minnesota Star Tribune reports.",2025-11-05 19:42:49
MIN,Carson Wentz,QB,Feb 9,Injured Reserve,"Oct 27: Wentz is expected to undergo season-ending surgery to address his left shoulder injury, Tom Pelissero of NFL Network reports.",2025-11-05 19:42:49
MIN,Gabriel Murphy,LB,Oct 5,Questionable,Sep 14: Murphy (knee) has been ruled out for the rest of Sunday night's contest against the Falcons.,2025-11-05 19:42:49
MIN,Ty Chandler,RB,Nov 9,Injured Reserve,Sep 11: Chandler (knee) was placed on injured reserve Thursday.,2025-11-05 19:42:49
MIN,Gavin Bartholomew,TE,Nov 9,Out,Aug 26: Bartholomew (back) was placed on the reserve/PUP list Tuesday.,2025-11-05 19:42:49
